"ORIGINAL_CRIME_TYPE_NAME","TIME","MONTH","COUNT(*)"
"Trespasser","08","11",251
"Veh Accident","08","11",53
"Well Being Check","16","11",262
"Homeless Complaint","07","11",987
"Assault / Battery","21","11",96
"Suspicious Vehicle","16","11",296
"Traffic Stop","07","11",617
"Auto Boost / Strip","21","11",301
"Auto Boost / Strip","16","11",192
"Trespasser","12","11",185
"Fraud","11","11",84
"Assault / Battery","11","11",112
"Audible Alarm","05","11",246
"Audible Alarm","04","11",212
"Auto Boost / Strip","04","11",33
"Traffic Stop","04","11",216
"Suspicious Person","04","11",128
"Petty Theft","15","11",200
"Suspicious Person","02","11",196
"Suspicious Vehicle","02","11",157
"Mentally Disturbed","01","11",57
"Petty Theft","01","11",26
"Auto Boost / Strip","14","11",191
"Noise Nuisance","10","11",54
"Fight No Weapon","00","11",201
"Threats / Harassment","18","11",79
"Assault / Battery","16","11",132
"Fight No Weapon","07","11",95
"Suspicious Person","06","11",170
"Petty Theft","00","11",45
"Traf Violation Cite","00","11",83
"Threats / Harassment","09","11",66
"Audible Alarm","14","11",195
"Mentally Disturbed","22","11",93
"Assault / Battery","08","11",75
"Stolen Vehicle","07","11",75
"Fraud","21","11",20
"Petty Theft","05","11",15
"Threats / Harassment","06","11",26
"Petty Theft","02","11",33
"Homeless Complaint","00","11",111
"Suspicious Vehicle","05","11",57
"Traf Violation Tow","02","11",22
"Homeless Complaint","02","11",49
"Noise Nuisance","19","10",163
"Vandalism","21","10",72
"Well Being Check","21","10",261
"Drugs","20","10",84
"Suspicious Person","12","10",828
"Burglary","11","10",111
"Traffic Stop","07","10",542
"Traffic Stop","16","10",1673
"Suspicious Vehicle","16","10",276
"Traf Violation Tow","15","10",76
"Vandalism","07","10",38
"Suspicious Vehicle","15","10",278
"Veh Accident","11","10",71
"Drugs","07","10",44
"Traffic Stop","10","10",692
"Mentally Disturbed","06","10",57
"Suspicious Vehicle","06","10",63
"Well Being Check","05","10",97
"Threats / Harassment","14","10",101
"Drugs","10","10",81
"Auto Boost / Strip","18","10",189
"Auto Boost / Strip","03","10",50
"Traf Violation Cite","03","10",35
"Fight No Weapon","03","10",107
"Assault / Battery","02","10",111
"Assault / Battery","17","10",162
"Audible Alarm","09","10",336
"Suspicious Person","09","10",475
"Homeless Complaint","09","10",822
"Trespasser","01","10",110
"Suspicious Person","08","10",430
"Trespasser","08","10",268
"Drugs","23","10",41
"Threats / Harassment","12","10",93
"Burglary","17","10",63
"Noise Nuisance","09","10",59
"Stolen Vehicle","23","10",52
"Assault / Battery","19","10",128
"Drugs","06","10",18
"Traffic Stop","03","10",183
"Stolen Vehicle","00","10",27
"Assault / Battery","03","10",47
"Burglary","15","10",82
"Burglary","14","10",76
"Assault / Battery","08","10",65
"Veh Accident","07","10",30
"Traf Violation Tow","06","10",32
"Petty Theft","22","10",76
"Trespasser","03","10",95
"Suspicious Vehicle","03","10",121
"Mentally Disturbed","03","10",36
"Stolen Vehicle","18","10",72
"Veh Accident","08","10",42
"Petty Theft","02","10",43
"Petty Theft","03","10",23
"Threats / Harassment","05","10",12
"Suspicious Person","22","09",443
"Well Being Check","21","09",268
"Trespasser","21","09",208
"Noise Nuisance","16","09",70
"Threats / Harassment","16","09",84
"Trespasser","20","09",207
"Audible Alarm","15","09",224
"Audible Alarm","20","09",272
"Burglary","20","09",48
"Noise Nuisance","20","09",161
"Fraud","15","09",88
"Traf Violation Cite","14","09",255
"Petty Theft","19","09",162
"Stolen Vehicle","08","09",81
"Audible Alarm","08","09",308
"Traffic Stop","08","09",979
"Assault / Battery","08","09",69
"Auto Boost / Strip","19","09",187
"Vandalism","14","09",58
"Mentally Disturbed","13","09",161
"Auto Boost / Strip","07","09",70
"Suspicious Person","07","09",427
"Suspicious Vehicle","07","09",157
"Burglary","18","09",55
"Drugs","13","09",113
"Traf Violation Cite","13","09",254
"Well Being Check","06","09",135
"Audible Alarm","13","09",226
"Veh Accident","18","09",91
"Veh Accident","12","09",68
"Threats / Harassment","05","09",28
"Auto Boost / Strip","12","09",211
"Suspicious Person","04","09",142
"Well Being Check","23","09",225
"Mentally Disturbed","23","09",64
"Veh Accident","11","09",62
"Veh Accident","22","09",36
"Traffic Stop","02","09",238
"Fight No Weapon","22","09",217
"Petty Theft","11","09",139
"Petty Theft","10","09",118
"Veh Accident","10","09",61
"Petty Theft","23","09",60
"Vandalism","06","09",28
"Petty Theft","06","09",30
"Suspicious Person","05","09",157
"Petty Theft","16","09",164
"Fraud","11","09",85
"Burglary","11","09",93
"Noise Nuisance","10","09",44
"Audible Alarm","01","09",238
"Mentally Disturbed","01","09",57
"Petty Theft","01","09",24
"Drugs","18","09",127
"Vandalism","22","09",58
"Fraud","09","09",47
"Petty Theft","03","09",26
"Burglary","15","09",88
"Threats / Harassment","21","09",66
"Vandalism","07","09",47
"Assault / Battery","12","09",109
"Stolen Vehicle","16","09",87
"Traf Violation Cite","19","08",238
"Fight No Weapon","19","08",202
"Suspicious Person","15","08",694
"Petty Theft","09","08",107
"Fight No Weapon","09","08",184
"Stolen Vehicle","14","08",74
"Veh Accident","09","08",49
"Trespasser","08","08",267
"Traffic Stop","08","08",1150
"Suspicious Person","18","08",759
"Suspicious Vehicle","08","08",161
"Homeless Complaint","18","08",323
"Homeless Complaint","13","08",473
"Assault / Battery","18","08",158
"Fraud","13","08",80
"Traf Violation Cite","12","08",240
"Trespasser","12","08",178
"Well Being Check","12","08",276
"Suspicious Vehicle","22","08",381
"Auto Boost / Strip","22","08",243
"Stolen Vehicle","12","08",101
"Threats / Harassment","17","08",97
"Audible Alarm","16","08",224
"Assault / Battery","16","08",141
"Drugs","11","08",129
"Audible Alarm","20","08",282
"Stolen Vehicle","10","08",117
"Burglary","22","08",54
"Veh Accident","07","08",26
"Homeless Complaint","12","08",559
"Audible Alarm","07","08",300
"Suspicious Vehicle","05","08",79
"Suspicious Vehicle","04","08",100
"Assault / Battery","03","08",54
"Auto Boost / Strip","02","08",67
"Assault / Battery","14","08",130
"Drugs","01","08",29
"Noise Nuisance","00","08",428
"Drugs","22","08",52
"Veh Accident","22","08",40
"Drugs","08","08",70
"Fight No Weapon","05","08",73
"Auto Boost / Strip","03","08",53
"Threats / Harassment","23","08",59
"Stolen Vehicle","13","08",100
"Assault / Battery","05","08",38
"Drugs","03","08",11
"Fraud","08","08",16
"Noise Nuisance","12","08",59
"Petty Theft","06","08",24
"Mentally Disturbed","01","08",41
"Mentally Disturbed","02","08",51
"Petty Theft","05","08",23
"Fraud","22","07",25
"Vandalism","21","07",102
"Stolen Vehicle","21","07",55
"Burglary","20","07",69
"Stolen Vehicle","20","07",64
"Fraud","19","07",47
"Mentally Disturbed","19","07",150
"Homeless Complaint","19","07",282
"Burglary","21","07",46
"Traffic Stop","08","07",812
"Traf Violation Tow","08","07",73
"Traf Violation Cite","08","07",250
"Audible Alarm","18","07",300
"Veh Accident","18","07",76
"Traffic Stop","17","07",1566
"Veh Accident","11","07",60
"Stolen Vehicle","17","07",101
"Petty Theft","13","07",160
"Traf Violation Cite","13","07",214
"Stolen Vehicle","08","07",97
"Fight No Weapon","08","07",123
"Burglary","07","07",76
"Noise Nuisance","20","07",211
"Homeless Complaint","16","07",334
"Veh Accident","16","07",79
"Stolen Vehicle","10","07",93
"Traf Violation Tow","10","07",60
"Suspicious Vehicle","12","07",222
"Auto Boost / Strip","00","07",159
"Fight No Weapon","17","07",236
"Vandalism","15","07",90
"Petty Theft","10","07",142
"Petty Theft","12","07",164
"Stolen Vehicle","16","07",90
"Vandalism","10","07",77
"Threats / Harassment","12","07",86
"Mentally Disturbed","06","07",85
"Petty Theft","15","07",183
"Suspicious Vehicle","09","07",157
"Auto Boost / Strip","11","07",225
"Audible Alarm","05","07",253
"Petty Theft","09","07",114
"Traf Violation Cite","11","07",231
"Traffic Stop","04","07",173
"Traf Violation Cite","05","07",58
"Assault / Battery","04","07",35
"Petty Theft","11","07",126
"Burglary","03","07",35
"Suspicious Vehicle","02","07",122
"Traf Violation Tow","02","07",25
"Suspicious Vehicle","04","07",94
"Mentally Disturbed","14","07",162
"Noise Nuisance","01","07",346
"Threats / Harassment","13","07",93
"Homeless Complaint","18","07",304
"Veh Accident","17","07",86
"Traf Violation Tow","12","07",88
"Threats / Harassment","23","07",53
"Traf Violation Cite","02","07",47
"Fraud","21","07",23
"Homeless Complaint","23","07",172
"Petty Theft","06","07",21
"Stolen Vehicle","05","07",15
"Drugs","10","07",95
"Mentally Disturbed","04","07",31
"Stolen Vehicle","22","07",61
"Petty Theft","00","07",55
"Vandalism","03","07",37
"Threats / Harassment","21","07",69
"Fight No Weapon","23","06",218
"Audible Alarm","21","06",270
"Assault / Battery","13","06",122
"Auto Boost / Strip","13","06",221
"Assault / Battery","20","06",147
"Assault / Battery","19","06",175
"Traf Violation Cite","19","06",236
"Drugs","12","06",83
"Petty Theft","19","06",119
"Well Being Check","17","06",291
"Petty Theft","11","06",161
"Well Being Check","11","06",219
"Assault / Battery","11","06",126
"Assault / Battery","18","06",153
"Auto Boost / Strip","10","06",149
"Trespasser","10","06",201
"Suspicious Person","10","06",474
"Traf Violation Tow","16","06",69
"Traf Violation Cite","10","06",235
"Fraud","18","06",60
"Homeless Complaint","17","06",331
"Suspicious Person","15","06",589
"Mentally Disturbed","15","06",164
"Veh Accident","15","06",81
"Fight No Weapon","15","06",209
"Suspicious Person","22","06",401
"Traf Violation Cite","07","06",159
"Burglary","09","06",118
"Traf Violation Tow","09","06",66
"Traffic Stop","01","06",302
"Traf Violation Cite","00","06",95
"Homeless Complaint","06","06",713
"Drugs","16","06",114
"Drugs","07","06",37
"Audible Alarm","08","06",340
"Well Being Check","08","06",171
"Noise Nuisance","13","06",42
"Audible Alarm","04","06",216
"Noise Nuisance","04","06",102
"Traf Violation Tow","15","06",62
"Fraud","13","06",86
"Auto Boost / Strip","02","06",73
"Traf Violation Tow","02","06",12
"Noise Nuisance","02","06",293
"Burglary","19","06",60
"Stolen Vehicle","17","06",73
"Homeless Complaint","19","06",283
"Well Being Check","00","06",205
"Vandalism","18","06",94
"Veh Accident","06","06",17
"Auto Boost / Strip","17","06",200
"Stolen Vehicle","09","06",96
"Noise Nuisance","05","06",68
"Suspicious Vehicle","05","06",45
"Vandalism","03","06",31
"Homeless Complaint","03","06",70
"Homeless Complaint","16","06",296
"Threats / Harassment","16","06",86
"Drugs","01","06",30
"Petty Theft","06","06",37
"Fight No Weapon","05","06",66
"Drugs","04","06",17
"Mentally Disturbed","03","06",33
"Fraud","21","06",16
"Vandalism","04","06",20
"Fight No Weapon","22","05",205
"Well Being Check","22","05",231
"Burglary","11","05",114
"Fight No Weapon","21","05",233
"Noise Nuisance","19","05",112
"Traf Violation Cite","19","05",236
"Traf Violation Tow","18","05",73
"Fight No Weapon","16","05",247
"Well Being Check","15","05",289
"Traffic Stop","15","05",1410
"Traf Violation Tow","20","05",76
"Well Being Check","20","05",246
"Audible Alarm","17","05",263
"Traf Violation Tow","08","05",77
"Auto Boost / Strip","20","05",168
"Fight No Weapon","09","05",193
"Traf Violation Cite","10","05",213
"Veh Accident","10","05",60
"Traf Violation Tow","10","05",83
"Veh Accident","17","05",81
"Burglary","14","05",66
"Suspicious Vehicle","14","05",209
"Drugs","13","05",120
"Traffic Stop","13","05",1195
"Suspicious Vehicle","13","05",227
"Assault / Battery","23","05",100
"Well Being Check","23","05",179
"Mentally Disturbed","12","05",187
"Audible Alarm","12","05",208
"Noise Nuisance","09","05",53
"Homeless Complaint","05","05",396
"Trespasser","05","05",143
"Drugs","09","05",80
"Homeless Complaint","04","05",134
"Fight No Weapon","03","05",99
"Noise Nuisance","03","05",173
"Drugs","14","05",99
"Homeless Complaint","02","05",104
"Burglary","02","05",23
"Veh Accident","14","05",71
"Traffic Stop","01","05",427
"Threats / Harassment","01","05",23
"Homeless Complaint","01","05",143
"Drugs","08","05",61
"Traf Violation Tow","21","05",56
"Fight No Weapon","00","05",204
"Traffic Stop","06","05",199
"Traf Violation Tow","17","05",71
"Well Being Check","12","05",241
"Burglary","12","05",94
"Threats / Harassment","10","05",78
"Traf Violation Cite","03","05",46
"Fraud","07","05",11
"Assault / Battery","02","05",100
"Petty Theft","06","05",36
"Mentally Disturbed","05","05",33
"Suspicious Vehicle","05","05",45
"Veh Accident","03","05",12
"Drugs","03","05",13
"Drugs","06","05",14
"Veh Accident","23","05",30
"Petty Theft","21","04",99
"Traffic Stop","17","04",1930
"Fight No Weapon","17","04",241
"Vandalism","17","04",78
"Well Being Check","15","04",294
"Threats / Harassment","15","04",98
"Petty Theft","15","04",186
"Homeless Complaint","07","04",1252
"Drugs","20","04",40
"Petty Theft","20","04",118
"Fight No Weapon","20","04",222
"Well Being Check","16","04",258
"Suspicious Vehicle","14","04",260
"Suspicious Person","12","04",740
"Traffic Stop","12","04",1128
"Suspicious Person","07","04",375
"Burglary","06","04",45
"Suspicious Person","05","04",122
"Traf Violation Cite","19","04",76
"Trespasser","19","04",217
"Suspicious Vehicle","19","04",280
"Well Being Check","11","04",242
"Traf Violation Cite","03","04",28
"Auto Boost / Strip","19","04",172
"Audible Alarm","13","04",232
"Mentally Disturbed","11","04",146
"Trespasser","01","04",133
"Audible Alarm","01","04",194
"Suspicious Person","01","04",328
"Noise Nuisance","01","04",326
"Suspicious Vehicle","00","04",279
"Audible Alarm","18","04",273
"Trespasser","04","04",104
"Suspicious Person","04","04",172
"Fight No Weapon","13","04",202
"Assault / Battery","12","04",128
"Suspicious Vehicle","10","04",172
"Burglary","09","04",98
"Trespasser","22","04",193
"Fight No Weapon","22","04",210
"Homeless Complaint","08","04",1095
"Auto Boost / Strip","22","04",209
"Traf Violation Tow","21","04",34
"Traf Violation Tow","08","04",48
"Homeless Complaint","03","04",123
"Traf Violation Tow","15","04",62
"Assault / Battery","21","04",124
"Noise Nuisance","13","04",40
"Noise Nuisance","00","04",451
"Veh Accident","23","04",34
"Drugs","22","04",52
"Stolen Vehicle","08","04",80
"Trespasser","00","04",123
"Mentally Disturbed","13","04",133
"Noise Nuisance","16","04",69
"Traf Violation Tow","05","04",23
"Vandalism","05","04",19
"Mentally Disturbed","00","04",56
"Noise Nuisance","15","04",67
"Stolen Vehicle","05","04",15
"Traf Violation Cite","02","04",28
"Veh Accident","13","04",54
"Auto Boost / Strip","15","03",152
"Homeless Complaint","14","03",356
"Noise Nuisance","20","03",99
"Fight No Weapon","18","03",137
"Well Being Check","14","03",166
"Suspicious Person","17","03",484
"Well Being Check","13","03",164
"Assault / Battery","17","03",96
"Well Being Check","17","03",174
"Veh Accident","12","03",46
"Traf Violation Cite","19","03",26
"Assault / Battery","19","03",99
"Well Being Check","19","03",174
"Drugs","12","03",57
"Suspicious Person","19","03",318
"Suspicious Vehicle","16","03",217
"Suspicious Vehicle","18","03",205
"Trespasser","18","03",151
"Homeless Complaint","16","03",340
"Well Being Check","16","03",211
"Suspicious Vehicle","23","03",200
"Traffic Stop","23","03",724
"Audible Alarm","22","03",180
"Drugs","14","03",74
"Burglary","09","03",87
"Homeless Complaint","10","03",508
